date,route,fuel_consumption_kg
10/06/2020,Cologne-Berlin,4006.86
10/06/2020,Cologne-Munich,4596.25
10/06/2020,Cologne-Frankfurt,3977.76
10/06/2020,Cologne-Stuttgart,4953.32
11/06/2020,Berlin-Dortmund,4443.28
11/06/2020,Berlin-Munich,4918.31
11/06/2020,Berlin-Frankfurt,4331.92
11/06/2020,Berlin-Stuttgart,4594.1
11/06/2020,Dortmund-Munich,4573.27
11/06/2020,Dortmund-Frankfurt,4484.23
11/06/2020,Dortmund-Stuttgart,4348.57
11/06/2020,Munich-Frankfurt,4637.36
11/06/2020,Munich-Stuttgart,4175.84
11/06/2020,Frankfurt-Stuttgart,4076.7
11/06/2020,Hamburg-Berlin,4934.99
11/06/2020,Hamburg-Frankfurt,4754.51
11/06/2020,Hamburg-Stuttgart,4523.06
11/06/2020,Hamburg-Munich,5082.8
11/06/2020,Cologne-Berlin,4406.28
11/06/2020,Cologne-Munich,4962.95
11/06/2020,Cologne-Frankfurt,4561.45
11/06/2020,Cologne-Stuttgart,4141.34
12/06/2020,Berlin-Dortmund,5146.81
12/06/2020,Berlin-Munich,4846.75
12/06/2020,Berlin-Frankfurt,4457.64
12/06/2020,Berlin-Stuttgart,4754.51
12/06/2020,Dortmund-Munich,4358.7
12/06/2020,Dortmund-Frankfurt,4790.2
12/06/2020,Dortmund-Stuttgart,3663.12
12/06/2020,Munich-Frankfurt,4143.07
12/06/2020,Munich-Stuttgart,4842.74
12/06/2020,Frankfurt-Stuttgart,4412.62
12/06/2020,Hamburg-Berlin,4572.64
12/06/2020,Hamburg-Frankfurt,4028.63
12/06/2020,Hamburg-Stuttgart,5146.75
12/06/2020,Hamburg-Munich,4916.69
12/06/2020,Cologne-Berlin,4429.76
12/06/2020,Cologne-Munich,4358.36
12/06/2020,Cologne-Frankfurt,4860.36
12/06/2020,Cologne-Stuttgart,5193.86
13/06/2020,Berlin-Dortmund,4833.82
13/06/2020,Berlin-Munich,5260.13
13/06/2020,Berlin-Frankfurt,4177.18
13/06/2020,Berlin-Stuttgart,4213.21
13/06/2020,Dortmund-Munich,4083.87
13/06/2020,Dortmund-Frankfurt,4654.62
13/06/2020,Dortmund-Stuttgart,4561.46
13/06/2020,Munich-Frankfurt,4446.82
13/06/2020,Munich-Stuttgart,4783.24
13/06/2020,Frankfurt-Stuttgart,4931.32
13/06/2020,Hamburg-Berlin,3966.02
13/06/2020,Hamburg-Frankfurt,4291.06
13/06/2020,Hamburg-Stuttgart,4787.05
13/06/2020,Hamburg-Munich,4336.29
13/06/2020,Cologne-Berlin,4220.63
13/06/2020,Cologne-Munich,4856.49
13/06/2020,Cologne-Frankfurt,4048.67
13/06/2020,Cologne-Stuttgart,4394.45
14/06/2020,Berlin-Dortmund,4615.03
14/06/2020,Berlin-Munich,4299.16
14/06/2020,Berlin-Frankfurt,4774.1
14/06/2020,Berlin-Stuttgart,4300.89
14/06/2020,Dortmund-Munich,4993.02
14/06/2020,Dortmund-Frankfurt,4455.99
14/06/2020,Dortmund-Stuttgart,4734.94
14/06/2020,Munich-Frankfurt,4761.11
14/06/2020,Munich-Stuttgart,4280.36
14/06/2020,Frankfurt-Stuttgart,3781.28
14/06/2020,Hamburg-Berlin,4626.26
14/06/2020,Hamburg-Frankfurt,4525.3
14/06/2020,Hamburg-Stuttgart,4694.54
14/06/2020,Hamburg-Munich,4420.72
14/06/2020,Cologne-Berlin,4349.35
14/06/2020,Cologne-Munich,5202.97
14/06/2020,Cologne-Frankfurt,3984.68
14/06/2020,Cologne-Stuttgart,4756.88
15/06/2020,Berlin-Dortmund,4298.89
15/06/2020,Berlin-Munich,4382.48
15/06/2020,Berlin-Frankfurt,4389.01
15/06/2020,Berlin-Stuttgart,4218.8
15/06/2020,Dortmund-Munich,4699.93
15/06/2020,Dortmund-Frankfurt,4986.73
15/06/2020,Dortmund-Stuttgart,4664.5
15/06/2020,Munich-Frankfurt,4536.18
15/06/2020,Munich-Stuttgart,4154.75
15/06/2020,Frankfurt-Stuttgart,4680.89
15/06/2020,Hamburg-Berlin,5254.72
15/06/2020,Hamburg-Frankfurt,4366.76
15/06/2020,Hamburg-Stuttgart,4368.41
15/06/2020,Hamburg-Munich,4303.62
15/06/2020,Cologne-Berlin,4328.71
15/06/2020,Cologne-Munich,3539.15
15/06/2020,Cologne-Frankfurt,4641.76
15/06/2020,Cologne-Stuttgart,4204.06
16/06/2020,Berlin-Dortmund,3936.41
16/06/2020,Berlin-Munich,4763.62
16/06/2020,Berlin-Frankfurt,4121.29
16/06/2020,Berlin-Stuttgart,4381.47
16/06/2020,Dortmund-Munich,5013.25
16/06/2020,Dortmund-Frankfurt,4006.77
16/06/2020,Dortmund-Stuttgart,3963.59
16/06/2020,Munich-Frankfurt,4594.26
16/06/2020,Munich-Stuttgart,4902.32
16/06/2020,Frankfurt-Stuttgart,3948.98
16/06/2020,Hamburg-Berlin,4642.69
16/06/2020,Hamburg-Frankfurt,4703.35
16/06/2020,Hamburg-Stuttgart,3779.29
16/06/2020,Hamburg-Munich,4779.48
16/06/2020,Cologne-Berlin,4806.81
16/06/2020,Cologne-Munich,4390.88
16/06/2020,Cologne-Frankfurt,4938.32
16/06/2020,Cologne-Stuttgart,4897.76
17/06/2020,Berlin-Dortmund,4536.09
17/06/2020,Berlin-Munich,4341.99
17/06/2020,Berlin-Frankfurt,4159.51
17/06/2020,Berlin-Stuttgart,4486.85
17/06/2020,Dortmund-Munich,4699.42
17/06/2020,Dortmund-Frankfurt,4386.54
17/06/2020,Dortmund-Stuttgart,3730.87
17/06/2020,Munich-Frankfurt,4944.05
17/06/2020,Munich-Stuttgart,4566.58
17/06/2020,Frankfurt-Stuttgart,4367.13
17/06/2020,Hamburg-Berlin,4800.01
17/06/2020,Hamburg-Frankfurt,5033.62
17/06/2020,Hamburg-Stuttgart,3519.33
17/06/2020,Hamburg-Munich,4651.99
17/06/2020,Cologne-Berlin,4000.67
17/06/2020,Cologne-Munich,4674.69
17/06/2020,Cologne-Frankfurt,4544.77
17/06/2020,Cologne-Stuttgart,4722.5
18/06/2020,Berlin-Dortmund,4325.26
18/06/2020,Berlin-Munich,3844.37
18/06/2020,Berlin-Frankfurt,4342.37
18/06/2020,Berlin-Stuttgart,4642.4
18/06/2020,Dortmund-Munich,4855.39
18/06/2020,Dortmund-Frankfurt,4089.86
18/06/2020,Dortmund-Stuttgart,4859.47
18/06/2020,Munich-Frankfurt,4273.24
18/06/2020,Munich-Stuttgart,4626.86
18/06/2020,Frankfurt-Stuttgart,4321.54
18/06/2020,Hamburg-Berlin,4563.76
18/06/2020,Hamburg-Frankfurt,4812.16
18/06/2020,Hamburg-Stuttgart,4070.55
18/06/2020,Hamburg-Munich,4262.03
18/06/2020,Cologne-Berlin,4564.74
18/06/2020,Cologne-Munich,5340.55
18/06/2020,Cologne-Frankfurt,4197.88
18/06/2020,Cologne-Stuttgart,5214.05
19/06/2020,Berlin-Dortmund,5201.55
19/06/2020,Berlin-Munich,4465.94
19/06/2020,Berlin-Frankfurt,4395.65
19/06/2020,Berlin-Stuttgart,4257.78
19/06/2020,Dortmund-Munich,4476.13
19/06/2020,Dortmund-Frankfurt,4007.65
19/06/2020,Dortmund-Stuttgart,4473.32
19/06/2020,Munich-Frankfurt,5023.91
19/06/2020,Munich-Stuttgart,4286.12
19/06/2020,Frankfurt-Stuttgart,4415.75
19/06/2020,Hamburg-Berlin,3904.6
19/06/2020,Hamburg-Frankfurt,4630.92
19/06/2020,Hamburg-Stuttgart,4592.57
19/06/2020,Hamburg-Munich,4522.3
19/06/2020,Cologne-Berlin,4424.11
19/06/2020,Cologne-Munich,4397.53
19/06/2020,Cologne-Frankfurt,4675.67
19/06/2020,Cologne-Stuttgart,4489.91
20/06/2020,Berlin-Dortmund,4610.24
20/06/2020,Berlin-Munich,4575.24
20/06/2020,Berlin-Frankfurt,4893.2
20/06/2020,Berlin-Stuttgart,4736.95
20/06/2020,Dortmund-Munich,4567.5
20/06/2020,Dortmund-Frankfurt,5031.45
20/06/2020,Dortmund-Stuttgart,4647.09
20/06/2020,Munich-Frankfurt,4956.74
20/06/2020,Munich-Stuttgart,4712.43
20/06/2020,Frankfurt-Stuttgart,3855.33
20/06/2020,Hamburg-Berlin,4956.69
20/06/2020,Hamburg-Frankfurt,4547.31
20/06/2020,Hamburg-Stuttgart,4481.82
20/06/2020,Hamburg-Munich,4598.47
20/06/2020,Cologne-Berlin,4379.26
20/06/2020,Cologne-Munich,4579.46
20/06/2020,Cologne-Frankfurt,4292.84
20/06/2020,Cologne-Stuttgart,4946.0
21/06/2020,Berlin-Dortmund,4460.24
21/06/2020,Berlin-Munich,4366.1
21/06/2020,Berlin-Frankfurt,4176.28
21/06/2020,Berlin-Stuttgart,4594.07
21/06/2020,Dortmund-Munich,4565.49
21/06/2020,Dortmund-Frankfurt,4635.95
21/06/2020,Dortmund-Stuttgart,4140.46
21/06/2020,Munich-Frankfurt,3939.59
21/06/2020,Munich-Stuttgart,4718.96
21/06/2020,Frankfurt-Stuttgart,5019.62
21/06/2020,Hamburg-Berlin,4140.78
21/06/2020,Hamburg-Frankfurt,5056.3
21/06/2020,Hamburg-Stuttgart,4599.37
21/06/2020,Hamburg-Munich,4497.53
21/06/2020,Cologne-Berlin,4360.86
21/06/2020,Cologne-Munich,4015.42
21/06/2020,Cologne-Frankfurt,4845.7
21/06/2020,Cologne-Stuttgart,4228.54
22/06/2020,Berlin-Dortmund,4227.07
22/06/2020,Berlin-Munich,4847.17
22/06/2020,Berlin-Frankfurt,3840.96
22/06/2020,Berlin-Stuttgart,3966.74
22/06/2020,Dortmund-Munich,4493.65
22/06/2020,Dortmund-Frankfurt,4602.65
22/06/2020,Dortmund-Stuttgart,4669.66
22/06/2020,Munich-Frankfurt,4394.37
22/06/2020,Munich-Stuttgart,5385.63
22/06/2020,Frankfurt-Stuttgart,4420.24
22/06/2020,Hamburg-Berlin,4419.22
22/06/2020,Hamburg-Frankfurt,4221.05
22/06/2020,Hamburg-Stuttgart,4543.37
22/06/2020,Hamburg-Munich,4715.24
22/06/2020,Cologne-Berlin,4921.25
22/06/2020,Cologne-Munich,3978.75
22/06/2020,Cologne-Frankfurt,4413.9
22/06/2020,Cologne-Stuttgart,4656.35
23/06/2020,Berlin-Dortmund,4705.47
23/06/2020,Berlin-Munich,4502.29
23/06/2020,Berlin-Frankfurt,4689.85
23/06/2020,Berlin-Stuttgart,4216.86
23/06/2020,Dortmund-Munich,5045.27
23/06/2020,Dortmund-Frankfurt,4847.42
23/06/2020,Dortmund-Stuttgart,4029.28
23/06/2020,Munich-Frankfurt,4123.71
23/06/2020,Munich-Stuttgart,4133.58
23/06/2020,Frankfurt-Stuttgart,4737.29
23/06/2020,Hamburg-Berlin,4050.35
23/06/2020,Hamburg-Frankfurt,4384.14
23/06/2020,Hamburg-Stuttgart,4659.15
23/06/2020,Hamburg-Munich,4476.84
23/06/2020,Cologne-Berlin,4590.61
23/06/2020,Cologne-Munich,4126.97
23/06/2020,Cologne-Frankfurt,4708.2
23/06/2020,Cologne-Stuttgart,4285.38
24/06/2020,Berlin-Dortmund,4386.38
24/06/2020,Berlin-Munich,4583.21
24/06/2020,Berlin-Frankfurt,4536.08
24/06/2020,Berlin-Stuttgart,4508.39
24/06/2020,Dortmund-Munich,4237.28
24/06/2020,Dortmund-Frankfurt,4395.16
24/06/2020,Dortmund-Stuttgart,4500.76
24/06/2020,Munich-Frankfurt,4018.72
24/06/2020,Munich-Stuttgart,4338.11
24/06/2020,Frankfurt-Stuttgart,4635.69
24/06/2020,Hamburg-Berlin,4052.9
24/06/2020,Hamburg-Frankfurt,4904.8
24/06/2020,Hamburg-Stuttgart,4944.36
24/06/2020,Hamburg-Munich,4064.2
24/06/2020,Cologne-Berlin,4975.17
24/06/2020,Cologne-Munich,4449.75
24/06/2020,Cologne-Frankfurt,4646.48
24/06/2020,Cologne-Stuttgart,4326.17
25/06/2020,Berlin-Dortmund,4823.07
25/06/2020,Berlin-Munich,4642.13
25/06/2020,Berlin-Frankfurt,4215.05
25/06/2020,Berlin-Stuttgart,4092.18
25/06/2020,Dortmund-Munich,3988.89
25/06/2020,Dortmund-Frankfurt,4565.78
25/06/2020,Dortmund-Stuttgart,4700.36
25/06/2020,Munich-Frankfurt,4727.84
25/06/2020,Munich-Stuttgart,4458.71
25/06/2020,Frankfurt-Stuttgart,4095.05
25/06/2020,Hamburg-Berlin,4261.27
25/06/2020,Hamburg-Frankfurt,4903.32
25/06/2020,Hamburg-Stuttgart,4330.38
25/06/2020,Hamburg-Munich,4550.2
25/06/2020,Cologne-Berlin,4123.52
25/06/2020,Cologne-Munich,4617.8
25/06/2020,Cologne-Frankfurt,4339.81
25/06/2020,Cologne-Stuttgart,4866.35
26/06/2020,Berlin-Dortmund,4770.75
26/06/2020,Berlin-Munich,4326.5
26/06/2020,Berlin-Frankfurt,4455.67
26/06/2020,Berlin-Stuttgart,4307.11
26/06/2020,Dortmund-Munich,4003.2
26/06/2020,Dortmund-Frankfurt,4199.9
26/06/2020,Dortmund-Stuttgart,4569.38
26/06/2020,Munich-Frankfurt,4613.84
26/06/2020,Munich-Stuttgart,4551.99
26/06/2020,Frankfurt-Stuttgart,4394.39
26/06/2020,Hamburg-Berlin,4826.57
26/06/2020,Hamburg-Frankfurt,4522.24
26/06/2020,Hamburg-Stuttgart,4746.14
26/06/2020,Hamburg-Munich,3879.18
26/06/2020,Cologne-Berlin,3127.16
26/06/2020,Cologne-Munich,4599.33
26/06/2020,Cologne-Frankfurt,4001.33
26/06/2020,Cologne-Stuttgart,4425.64
27/06/2020,Berlin-Dortmund,4394.27
27/06/2020,Berlin-Munich,5055.59
27/06/2020,Berlin-Frankfurt,4640.0
27/06/2020,Berlin-Stuttgart,4558.05
27/06/2020,Dortmund-Munich,4792.95
27/06/2020,Dortmund-Frankfurt,4628.97
27/06/2020,Dortmund-Stuttgart,4339.81
27/06/2020,Munich-Frankfurt,4875.02
27/06/2020,Munich-Stuttgart,4111.59
27/06/2020,Frankfurt-Stuttgart,4613.14
27/06/2020,Hamburg-Berlin,3958.35
27/06/2020,Hamburg-Frankfurt,4571.38
27/06/2020,Hamburg-Stuttgart,4567.55
27/06/2020,Hamburg-Munich,5086.76
27/06/2020,Cologne-Berlin,3952.26
27/06/2020,Cologne-Munich,4289.69
27/06/2020,Cologne-Frankfurt,4787.94
27/06/2020,Cologne-Stuttgart,4617.36
28/06/2020,Berlin-Dortmund,4563.11
28/06/2020,Berlin-Munich,4165.35
28/06/2020,Berlin-Frankfurt,4293.21
28/06/2020,Berlin-Stuttgart,4935.76
28/06/2020,Dortmund-Munich,4481.97
28/06/2020,Dortmund-Frankfurt,4631.38
28/06/2020,Dortmund-Stuttgart,4459.68
28/06/2020,Munich-Frankfurt,4085.92
28/06/2020,Munich-Stuttgart,4826.83
28/06/2020,Frankfurt-Stuttgart,4676.13
28/06/2020,Hamburg-Berlin,5306.97
28/06/2020,Hamburg-Frankfurt,4144.55
28/06/2020,Hamburg-Stuttgart,4787.9
28/06/2020,Hamburg-Munich,4040.96
28/06/2020,Cologne-Berlin,4555.07
28/06/2020,Cologne-Munich,4841.78
28/06/2020,Cologne-Frankfurt,3774.75
28/06/2020,Cologne-Stuttgart,4428.27
29/06/2020,Berlin-Dortmund,4302.88
29/06/2020,Berlin-Munich,4254.31
29/06/2020,Berlin-Frankfurt,4634.82
29/06/2020,Berlin-Stuttgart,4892.24
29/06/2020,Dortmund-Munich,4453.35
29/06/2020,Dortmund-Frankfurt,4571.92
29/06/2020,Dortmund-Stuttgart,4540.01
29/06/2020,Munich-Frankfurt,4500.63
29/06/2020,Munich-Stuttgart,4118.73
29/06/2020,Frankfurt-Stuttgart,4887.96
29/06/2020,Hamburg-Berlin,4603.32
29/06/2020,Hamburg-Frankfurt,4638.21
29/06/2020,Hamburg-Stuttgart,4217.72
29/06/2020,Hamburg-Munich,4339.27
29/06/2020,Cologne-Berlin,4438.35
29/06/2020,Cologne-Munich,3963.06
29/06/2020,Cologne-Frankfurt,3909.19
29/06/2020,Cologne-Stuttgart,4289.74
30/06/2020,Berlin-Dortmund,4682.88
30/06/2020,Berlin-Munich,4271.4
30/06/2020,Berlin-Frankfurt,4143.42
30/06/2020,Berlin-Stuttgart,4214.86
30/06/2020,Dortmund-Munich,4340.63
30/06/2020,Dortmund-Frankfurt,4376.15
30/06/2020,Dortmund-Stuttgart,5257.93
30/06/2020,Munich-Frankfurt,4869.12
30/06/2020,Munich-Stuttgart,4858.67
30/06/2020,Frankfurt-Stuttgart,4909.0
30/06/2020,Hamburg-Berlin,4150.41
30/06/2020,Hamburg-Frankfurt,4072.17
30/06/2020,Hamburg-Stuttgart,4112.6
30/06/2020,Hamburg-Munich,4967.08
30/06/2020,Cologne-Berlin,4308.48
30/06/2020,Cologne-Munich,4062.03
30/06/2020,Cologne-Frankfurt,4349.15
30/06/2020,Cologne-Stuttgart,4416.49
01/07/2020,Berlin-Dortmund,4593.94
01/07/2020,Berlin-Munich,4587.83
01/07/2020,Berlin-Frankfurt,4210.14
01/07/2020,Berlin-Stuttgart,4739.98
01/07/2020,Dortmund-Munich,4276.28
01/07/2020,Dortmund-Frankfurt,4445.3
01/07/2020,Dortmund-Stuttgart,4740.37
01/07/2020,Munich-Frankfurt,4275.36
01/07/2020,Munich-Stuttgart,4300.73
01/07/2020,Frankfurt-Stuttgart,4707.08
01/07/2020,Hamburg-Berlin,4199.79
01/07/2020,Hamburg-Frankfurt,4365.32
01/07/2020,Hamburg-Stuttgart,4694.51
01/07/2020,Hamburg-Munich,5218.93
01/07/2020,Cologne-Berlin,4711.89
01/07/2020,Cologne-Munich,4665.42
01/07/2020,Cologne-Frankfurt,4685.78
01/07/2020,Cologne-Stuttgart,4124.38
02/07/2020,Berlin-Dortmund,4540.46
02/07/2020,Berlin-Munich,4489.58
02/07/2020,Berlin-Frankfurt,4612.55
02/07/2020,Berlin-Stuttgart,4540.78
02/07/2020,Dortmund-Munich,4632.89
02/07/2020,Dortmund-Frankfurt,4390.99
02/07/2020,Dortmund-Stuttgart,4520.51
02/07/2020,Munich-Frankfurt,4070.26
02/07/2020,Munich-Stuttgart,4388.03
02/07/2020,Frankfurt-Stuttgart,4986.79
02/07/2020,Hamburg-Berlin,4611.58
02/07/2020,Hamburg-Frankfurt,4492.68
02/07/2020,Hamburg-Stuttgart,5163.64
02/07/2020,Hamburg-Munich,4023.71
02/07/2020,Cologne-Berlin,4111.69
02/07/2020,Cologne-Munich,5099.45
02/07/2020,Cologne-Frankfurt,4516.09
02/07/2020,Cologne-Stuttgart,4415.1
03/07/2020,Berlin-Dortmund,4080.28
03/07/2020,Berlin-Munich,4656.69
03/07/2020,Berlin-Frankfurt,4690.56
03/07/2020,Berlin-Stuttgart,4116.93
03/07/2020,Dortmund-Munich,4450.9
03/07/2020,Dortmund-Frankfurt,4382.57
03/07/2020,Dortmund-Stuttgart,4589.59
03/07/2020,Munich-Frankfurt,4108.26
03/07/2020,Munich-Stuttgart,4938.18
03/07/2020,Frankfurt-Stuttgart,4820.54
03/07/2020,Hamburg-Berlin,4372.89
03/07/2020,Hamburg-Frankfurt,4424.25
03/07/2020,Hamburg-Stuttgart,4452.25
03/07/2020,Hamburg-Munich,4227.59
03/07/2020,Cologne-Berlin,4344.8
03/07/2020,Cologne-Munich,4405.41
03/07/2020,Cologne-Frankfurt,5064.5
03/07/2020,Cologne-Stuttgart,4831.32
04/07/2020,Berlin-Dortmund,4827.13
04/07/2020,Berlin-Munich,4629.47
04/07/2020,Berlin-Frankfurt,4108.94
04/07/2020,Berlin-Stuttgart,4485.48
04/07/2020,Dortmund-Munich,4839.67
04/07/2020,Dortmund-Frankfurt,4059.61
04/07/2020,Dortmund-Stuttgart,4722.79
04/07/2020,Munich-Frankfurt,5312.91
04/07/2020,Munich-Stuttgart,4871.64
04/07/2020,Frankfurt-Stuttgart,4994.91
04/07/2020,Hamburg-Berlin,4576.42
04/07/2020,Hamburg-Frankfurt,4838.78
04/07/2020,Hamburg-Stuttgart,4248.75
04/07/2020,Hamburg-Munich,4778.55
04/07/2020,Cologne-Berlin,4729.04
04/07/2020,Cologne-Munich,4601.47
04/07/2020,Cologne-Frankfurt,4960.6
04/07/2020,Cologne-Stuttgart,4311.43
05/07/2020,Berlin-Dortmund,4434.53
05/07/2020,Berlin-Munich,4533.41
05/07/2020,Berlin-Frankfurt,4139.64
05/07/2020,Berlin-Stuttgart,4579.43
05/07/2020,Dortmund-Munich,3898.37
05/07/2020,Dortmund-Frankfurt,4866.43
05/07/2020,Dortmund-Stuttgart,4516.32
05/07/2020,Munich-Frankfurt,4317.69
05/07/2020,Munich-Stuttgart,4207.97
05/07/2020,Frankfurt-Stuttgart,4417.9
05/07/2020,Hamburg-Berlin,4740.89
05/07/2020,Hamburg-Frankfurt,4691.71
05/07/2020,Hamburg-Stuttgart,4253.06
05/07/2020,Hamburg-Munich,4203.89
05/07/2020,Cologne-Berlin,4729.91
05/07/2020,Cologne-Munich,4247.18
05/07/2020,Cologne-Frankfurt,4520.97
05/07/2020,Cologne-Stuttgart,4543.31
06/07/2020,Berlin-Dortmund,4609.22
06/07/2020,Berlin-Munich,4800.39
06/07/2020,Berlin-Frankfurt,4057.96
06/07/2020,Berlin-Stuttgart,3831.09
06/07/2020,Dortmund-Munich,4301.39
06/07/2020,Dortmund-Frankfurt,5130.53
06/07/2020,Dortmund-Stuttgart,5207.76
06/07/2020,Munich-Frankfurt,5140.91
06/07/2020,Munich-Stuttgart,4432.46
06/07/2020,Frankfurt-Stuttgart,3876.26
06/07/2020,Hamburg-Berlin,3679.94
06/07/2020,Hamburg-Frankfurt,4285.09
06/07/2020,Hamburg-Stuttgart,4430.67
06/07/2020,Hamburg-Munich,4955.22
06/07/2020,Cologne-Berlin,4803.73
06/07/2020,Cologne-Munich,4579.59
06/07/2020,Cologne-Frankfurt,4188.55
06/07/2020,Cologne-Stuttgart,4163.73
07/07/2020,Berlin-Dortmund,4588.94
07/07/2020,Berlin-Munich,4743.97
07/07/2020,Berlin-Frankfurt,4637.16
07/07/2020,Berlin-Stuttgart,4137.89
07/07/2020,Dortmund-Munich,4727.73
07/07/2020,Dortmund-Frankfurt,4649.07
07/07/2020,Dortmund-Stuttgart,4125.27
07/07/2020,Munich-Frankfurt,4225.49
07/07/2020,Munich-Stuttgart,4740.97
07/07/2020,Frankfurt-Stuttgart,4417.92
07/07/2020,Hamburg-Berlin,5056.2
07/07/2020,Hamburg-Frankfurt,4675.4
07/07/2020,Hamburg-Stuttgart,4329.68
07/07/2020,Hamburg-Munich,4496.43
07/07/2020,Cologne-Berlin,4522.18
07/07/2020,Cologne-Munich,4245.06
07/07/2020,Cologne-Frankfurt,4180.59
07/07/2020,Cologne-Stuttgart,4745.49
08/07/2020,Berlin-Dortmund,4795.85
08/07/2020,Berlin-Munich,4711.32
08/07/2020,Berlin-Frankfurt,5030.36
08/07/2020,Berlin-Stuttgart,4310.38
08/07/2020,Dortmund-Munich,5085.99
08/07/2020,Dortmund-Frankfurt,4184.68
08/07/2020,Dortmund-Stuttgart,4145.56
08/07/2020,Munich-Frankfurt,3884.01
08/07/2020,Munich-Stuttgart,4343.97
08/07/2020,Frankfurt-Stuttgart,4323.7
08/07/2020,Hamburg-Berlin,4684.08
08/07/2020,Hamburg-Frankfurt,4585.36
08/07/2020,Hamburg-Stuttgart,4082.46
08/07/2020,Hamburg-Munich,4362.55
08/07/2020,Cologne-Berlin,4369.99
08/07/2020,Cologne-Munich,3878.41
08/07/2020,Cologne-Frankfurt,4156.67
08/07/2020,Cologne-Stuttgart,4230.22
09/07/2020,Berlin-Dortmund,5001.77
09/07/2020,Berlin-Munich,4567.01
09/07/2020,Berlin-Frankfurt,4731.76
09/07/2020,Berlin-Stuttgart,3975.48
09/07/2020,Dortmund-Munich,4917.98
09/07/2020,Dortmund-Frankfurt,4955.39
09/07/2020,Dortmund-Stuttgart,3800.58
09/07/2020,Munich-Frankfurt,4253.14
09/07/2020,Munich-Stuttgart,4673.52
09/07/2020,Frankfurt-Stuttgart,4725.54
09/07/2020,Hamburg-Berlin,4262.53
09/07/2020,Hamburg-Frankfurt,4393.08
09/07/2020,Hamburg-Stuttgart,4290.92
09/07/2020,Hamburg-Munich,4538.65
09/07/2020,Cologne-Berlin,4919.01
09/07/2020,Cologne-Munich,4230.14
09/07/2020,Cologne-Frankfurt,4850.29
09/07/2020,Cologne-Stuttgart,4226.41
10/07/2020,Berlin-Dortmund,4203.33
10/07/2020,Berlin-Munich,4786.51
10/07/2020,Berlin-Frankfurt,4822.68
10/07/2020,Berlin-Stuttgart,4797.99
10/07/2020,Dortmund-Munich,4039.47
10/07/2020,Dortmund-Frankfurt,4336.92
10/07/2020,Dortmund-Stuttgart,4788.05
10/07/2020,Munich-Frankfurt,4514.54
10/07/2020,Munich-Stuttgart,4124.21
10/07/2020,Frankfurt-Stuttgart,4660.41
10/07/2020,Hamburg-Berlin,4249.82
10/07/2020,Hamburg-Frankfurt,5128.08
10/07/2020,Hamburg-Stuttgart,5040.69
10/07/2020,Hamburg-Munich,4711.43
10/07/2020,Cologne-Berlin,4976.35
10/07/2020,Cologne-Munich,4522.68
10/07/2020,Cologne-Frankfurt,4767.9
10/07/2020,Cologne-Stuttgart,5017.2
11/07/2020,Berlin-Dortmund,4585.92
11/07/2020,Berlin-Munich,4410.68
11/07/2020,Berlin-Frankfurt,3903.38
11/07/2020,Berlin-Stuttgart,4470.9
11/07/2020,Dortmund-Munich,4788.2
11/07/2020,Dortmund-Frankfurt,4830.97
11/07/2020,Dortmund-Stuttgart,4676.53
11/07/2020,Munich-Frankfurt,4310.55
11/07/2020,Munich-Stuttgart,3808.11
11/07/2020,Frankfurt-Stuttgart,4326.67
11/07/2020,Hamburg-Berlin,4393.48
11/07/2020,Hamburg-Frankfurt,4390.47
11/07/2020,Hamburg-Stuttgart,4716.49
11/07/2020,Hamburg-Munich,5194.99
11/07/2020,Cologne-Berlin,4543.24
11/07/2020,Cologne-Munich,4424.14
11/07/2020,Cologne-Frankfurt,4409.27
11/07/2020,Cologne-Stuttgart,4543.53
12/07/2020,Berlin-Dortmund,4210.1
12/07/2020,Berlin-Munich,4542.07
12/07/2020,Berlin-Frankfurt,4657.78
12/07/2020,Berlin-Stuttgart,4573.39
12/07/2020,Dortmund-Munich,4660.14
12/07/2020,Dortmund-Frankfurt,4651.81
12/07/2020,Dortmund-Stuttgart,3879.84
12/07/2020,Munich-Frankfurt,4722.9
12/07/2020,Munich-Stuttgart,4265.14
12/07/2020,Frankfurt-Stuttgart,4116.46
12/07/2020,Hamburg-Berlin,4113.44
12/07/2020,Hamburg-Frankfurt,4651.74
12/07/2020,Hamburg-Stuttgart,4422.1
12/07/2020,Hamburg-Munich,3911.31
12/07/2020,Cologne-Berlin,4667.31
12/07/2020,Cologne-Munich,3996.14
12/07/2020,Cologne-Frankfurt,4548.94
12/07/2020,Cologne-Stuttgart,4583.47
13/07/2020,Berlin-Dortmund,4809.95
13/07/2020,Berlin-Munich,5123.59
13/07/2020,Berlin-Frankfurt,4022.36
13/07/2020,Berlin-Stuttgart,4481.63
13/07/2020,Dortmund-Munich,4403.28
13/07/2020,Dortmund-Frankfurt,4651.81
13/07/2020,Dortmund-Stuttgart,4575.48
13/07/2020,Munich-Frankfurt,4376.61
13/07/2020,Munich-Stuttgart,4345.68
13/07/2020,Frankfurt-Stuttgart,4109.24
13/07/2020,Hamburg-Berlin,4845.75
13/07/2020,Hamburg-Frankfurt,4660.72
13/07/2020,Hamburg-Stuttgart,4821.22
13/07/2020,Hamburg-Munich,4391.36
13/07/2020,Cologne-Berlin,4270.11
13/07/2020,Cologne-Munich,4122.59
